thetacrank,Fx,Fy,sigmax1,sigmay1,tauxy1,sigma11,sigmax2,sigmay2,tauxy2,sigma12,sigmax3,sigmay3,tauxy3,sigma13,sigmax4,sigmay4,tauxy4,sigma14
0.0,0.0,-509.31500099997726,0.0,-611178.0011999727,0.0,0.0,0.0,-579565.3459654911,0.0,0.0,0.0,-477162.48139607377,0.0,0.0,0.0,-1131811.1133332828,0.0,0.0
0.03173325912716963,3.8782829955145157,-509.30023479732813,69809.09391926129,-611160.2817567937,3878.282995514516,69831.18094944739,0.0,-579548.5430452353,7756.5659910290315,103.79379526205594,226800.17517628748,-477148.64736824617,1.745227347981532,226800.17518061423,0.0,-1131778.299549618,17236.813313397848,262.4532133457251
0.06346651825433926,7.752660888795082,-509.25599308476495,139547.89599831146,-611107.1917017179,7752.6608887950815,139627.95585837262,0.0,-579498.199027491,15505.321777590163,414.5709766399814,453371.98180088203,-477107.19858840184,3.4886973999577866,453371.98181396245,0.0,-1131679.984632811,34456.270616867034,1048.1196505439002
0.0951997773815089,11.619232509723387,-509.18244635836754,209146.18517502095,-611018.935630041,11619.232509723386,209310.76115543966,0.0,-579414.5079250388,23238.465019446772,930.5261951258872,679487.2812703735,-477038.2947893827,5.228654629375524,679487.2812940122,0.0,-1131516.547463039,51641.03337654839,2351.9449970884016
0.12693303650867852,15.474104548440277,-509.07987814490446,278533.88187192497,-610895.8537738854,15474.104548440275,278803.0155303315,0.0,-579297.7923717876,30948.20909688055,1648.6745352004655,904918.3946456303,-476942.20159921097,6.963347046798123,904918.3946807194,0.0,-1131288.6180997877,68773.7979930679,4165.58876772318
0.15866629563584814,19.31339547555847,-508.94868405253936,347641.1185600525,-610738.4208630472,19313.395475558467,348030.16681381216,0.0,-579148.5025425446,38626.79095111694,2564.886775137391,1129438.331904004,-476819.2896517236,8.69102796400131,1129438.331951029,0.0,-1130997.0756723096,85837.31322470431,6477.546136300312
0.1903995547630178,23.13323945056021,-508.78937044333964,416398.3101100838,-610547.2445320076,23133.239450560213,416919.1512487084,0.0,-578967.2146424208,46266.47890112042,3673.937315813324,1352821.020500597,-476670.033342884,10.409957752752096,1352821.0205598306,0.0,-1130643.0454296437,102814.39755804538,9273.312268776586
0.2221328138901874,26.929790214355286,-508.6025527291597,484736.2238583952,-610323.0632749916,26929.790214355286,485398.0834958828,0.0,-578754.6289676643,53859.58042871058,4969.563437153178,1574841.5330032331,-476495.0092342443,12.118405596459876,1574841.5330748232,0.0,-1130227.8949536881,119687.95650824571,12535.583437862806
0.25386607301735703,30.69922496214457,-508.38895329297867,552586.0493186023,-610066.7439515744,30699.224962144566,553396.081571118,0.0,-578511.567540286,61398.44992428914,6444.534284446097,1795276.313575706,-476294.894105507,13.814651232965055,1795276.3136597204,0.0,-1129753.2295399527,136440.99983175364,16244.488227563095
0.28559933214452665,34.43774819266115,-508.1493990383396,619879.4674679006,-609779.2788460075,34437.74819266114,620843.1736786463,0.0,-578238.9713194898,68875.49638532229,8090.727809577133,2013903.4030795994,-476070.4626586654,15.496986686697515,2013903.4031760488,0.0,-1129220.8867518657,153056.65863404956,20377.841567780706
0.3173325912716963,38.14159552990864,-507.8848185701554,686548.7195383556,-609461.7822841866,38141.59552990864,687670.2563335745,0.0,-577937.896993625,76283.19105981728,9899.213798240351,2230502.662567757,-475822.5848767822,17.163717988458888,2230502.662676611,0.0,-1128632.930155901,169518.20235514952,24911.414174037287
0.3490658503988659,41.807037513581044,-507.5962390108351,752526.675244459,-609115.4868130021,41807.03751358104,753809.0854535254,0.0,-577609.5133571571,83614.0750271621,11860.34110102884,2444855.9949462605,-475552.22304111056,18.813166881111467,2444855.995067454,0.0,-1127991.6422463004,185809.05561591574,29819.210173005937
0.3807991095260356,45.430383354310344,-507.2847824564494,817746.9003775863,-608741.7389477394,45430.38335431034,819192.2890938635,0.0,-577255.0972780285,90860.76670862068,13963.827246427885,2656747.564579552,-475260.428410978,20.44367250943965,2656747.5647129947,0.0,-1127299.5165698875,201912.81490804598,35073.746213390026
0.4125323686532052,49.007984649969515,-506.9516620785015,882143.7236994513,-608341.9944942017,49007.98464996951,883753.394620609,0.0,-576876.0292617428,98015.96929993904,16198.8487359992,2865964.0146181006,-474948.3375716484,22.05359309248628,2865964.0147636775,0.0,-1126559.2490633368,217813.26511097563,40646.326120264945
0.4442656277803748,52.53623905931461,-506.59817787780224,945652.303067663,-607917.8134533627,52536.23905931461,947426.865614244,0.0,-576473.788619568,105072.47811862922,18554.130492669123,3072294.6818312644,-474617.1684562507,23.641307576691574,3072294.6819888414,0.0,-1125773.7286173385,233494.39581917605,46507.30606893473
0.47599888690754444,56.01159392923492,-506.22571209798633,1008208.6907262288,-607470.8545175836,56011.59392923492,1010148.1453535196,0.0,-576049.9482494326,112023.18785846984,21018.033137246384,3275531.8087271885,-474268.21604883455,25.205217268155707,3275531.8088966114,0.0,-1124946.026884414,248940.41746326632,52626.34625307226
0.5077321460347141,59.43054987196714,-505.8357243073313,1069749.8976954087,-607002.8691687975,59430.549871967145,1071853.7047227696,0.0,-575606.1690393769,118861.09974393426,23578.636991681647,3475470.7527466165,-473902.8477766695,26.743747442385214,3475470.752927716,0.0,-1124079.3873496251,264135.77720874286,58972.646031689364
0.5394654051618837,62.7896642886901,-505.4297461587717,1130213.957196422,-606515.695390526,62789.664288690095,1132481.0930345836,0.0,-575144.1939048091,125579.32857738019,26223.82193684549,3671910.192321059,-473522.4986010533,28.255348929910543,3671910.1925136475,0.0,-1123177.2136861593,279065.17461640044,65515.16050298978
